Dia,Tienda,Clave Producto,Producto,Piezas,Ventas Monto,Existencias,Inventario Monto
2016/09/06,177 BERNARDO QUINTANA,11956020693,BATALLA DE LOS SEXOS,0,0,4,1556
2016/09/06,101 GALERÍAS QUERETARO,11956026202,PAW INX COCHE RUBBLE,0,0,0,0
2016/09/06,176 VIA VALLEJO,11956023350,TMT CAPARAZON DE TORTUGAS,0,0,2,1058
2016/09/06,154 ALTABRISA MERIDA,11956026569,BGM VASOS LOCOS,1,419,0,0
2016/09/06,175 GALERIAS TOLUCA,11956024163,DWD DRAGON Y VIKINGO,0,0,5,1845
2016/09/06,174 GOURMETERIA,11956024607,DGB DIGIBIRD INDIVIDUAL,0,0,9,2331
2016/09/06,173 GALERIAS SERDAN,11956026269,DWD CHIMUELO CONTRA DRAGON CON ARMADURA,0,0,0,0
2016/09/06,150 SAN LUIS,11956020276,DWD MINI DRAGONES,0,0,8,1112
2016/09/06,172 GALERIAS MAZATLAN,11956026609,PAW CAMION PAW PATROLLER,0,0,2,4358
2016/09/06,149 LEÒN PLAZA MAYOR,11956024157,PELUCHE LANZABLE DE CHIMUELO,0,0,0,-244
2016/09/06,171 TECAMACHALCO,11956027969,KNS KINETIC SAND SET PAW PATROL,0,0,5,2495
2016/09/06,148 GRAN PLAZA MERIDA,11956026201,PAW INX TORRE,0,0,0,0
2016/09/06,170 METROPOLI PATRIOTISMO,11956028761,TMT MOV2 FIGURA 6,0,0,5,2095
2016/09/06,147 MONTEJO,11956026693,KNS KINETIC SAND MARIPOSA VOLCAN,0,0,3,1047
2016/09/06,170 METROPOLI PATRIOTISMO,11956019459,TMNT FIGURAS DE 6  CON SONIDO,0,0,13,5317
2016/09/06,146 ALTABRISA TABASCO,11956026759,SC KIT DE TELAS JUMBO,0,0,3,777
2016/09/06,169 GALERIAS CAMPECHE,11956022690,BGM HIJOS CONTRA PADRES DISNEY,0,0,1,419
2016/09/06,145 XALAPA LAS ANIMAS,11956028574,AGB SPEEDSTERS,0,0,10,890
2016/09/06,168 OAXACA,11956024631,HADA  MAGICA AEROPLANO,0,0,7,1814
2016/09/06,144 XALAPA LAS AMERICAS,11956029033,BGM RETO EN FAMILIA,0,0,9,2781
2016/09/06,167 TECNOLOGICO METEPEC,11956026555,BGM AVENTURAS PAW PATROL,0,0,6,1554
2016/09/06,144 XALAPA LAS AMERICAS,11956022493,MINI PELUCHES DRAGON DE 4,0,0,1,75
2016/09/06,166 PLAZA CRYSTAL,11956028541,PAW PELUCHE 10 NINO,0,0,3,1557
2016/09/06,143 CORDOBA,11956024270,PAW FIGURA PILOTOS DE RES CATE,0,0,3,477
2016/09/06,166 PLAZA CRYSTAL,11956017872,BGM HEDBANZ  ADULTOS,0,0,6,2514
2016/09/06,142 URUAPAN AGORA,11956026200,PAW INX BOLSA DE BLOQUES,0,0,1,579
2016/09/06,165 SAN JUAN DEL RIO,11956022445,DRAGONES DE PELUCHE SIN SONIDO,0,0,11,2090
2016/09/06,141 LAS AMERICAS BOCA DEL RIO,11956026593,PAW CACHORROS HEROES,0,0,6,1254
2016/09/06,164 LEON SUR,11956024479,PAW MINI FIGURAS,0,0,0,0
2016/09/06,140 PALMAS,11956027321,PP RYDERS PAW PAD,0,0,0,0
2016/09/06,163 ANTEA QUERETARO,11956026202,PAW INX COCHE RUBBLE,0,0,2,698
2016/09/06,139 GALERIAS ATIZAPAN,11956028576,AGB ANGRY BIRDS DE VINIL,0,0,3,777
2016/09/06,162 PLAZA TLALNEPANTLA,11956026425,TMNT FIGURA 2 5,0,0,2,418
2016/09/06,139 GALERIAS ATIZAPAN,11956020259,DWD DRAGONES DE ACCION,0,0,11,4059
2016/09/06,161 GALERIAS CELAYA,11956026593,PAW CACHORROS HEROES,0,0,5,1045
2016/09/06,138 PLAZA VALLE ORIZABA,11956023812,BGM TIBURON A LA VISTA,0,0,3,1011
2016/09/06,115 PERINORTE,11956020276,DWD MINI DRAGONES,0,0,12,1668
2016/09/06,124 GALERIAS PACHUCA,11956028541,PAW PELUCHE 10 NINO,0,0,2,1038
2016/09/06,114 C. C. SANTA FE,11956024266,PAW VEHICULO BASICO,0,0,23,9177
2016/09/06,113 GALERIAS INSURGENTES,11956026203,PAW INX COCHE CHASE,0,0,1,399
2016/09/06,112 GALERIAS COAPÁ,11956027991,SFP FIG ACCION,0,0,7,1113
2016/09/06,110 PLAZA CIBELES IRAPUATO,11956028762,TMT MOV2 FIGURA BASICA 5,0,0,4,956
2016/09/06,110 PLAZA CIBELES IRAPUATO,11956024157,PELUCHE LANZABLE DE CHIMUELO,0,0,1,245
2016/09/06,109 PABELLON POLANCO,11956026199,PAW INX CAJITA MARSHALL,0,0,3,867
2016/09/06,108 PLAZA LINDAVISTA,11956026462,TMT MEGA FIGURA 11 CLASICA CON VILLANO,0,0,1,659
2016/09/06,108 PLAZA LINDAVISTA,11956019459,TMNT FIGURAS DE 6  CON SONIDO,0,0,1,409
2016/09/06,107 CENTRAL DE ABASTOS,11956028029,PPG 6 DELUXE DOLL AST MML 3PK,0,0,2,840
2016/09/06,107 CENTRAL DE ABASTOS,11956018044,LA LLAVE MAGICA,0,0,16,3550
2016/09/06,106 REAL CENTER GUADALAJARA,11956024524,STF REPUESTOS DE TELA,0,0,2,258
2016/09/06,105 GALERÍAS METEPEC,11956026410,KNS KINETIC SAND GEMAS PRECIOSAS,0,0,3,1047
2016/09/06,104 MUNDO E,11956027388,TMT ARMAS DE BATALLA CON SONIDO,0,0,3,1587
2016/09/06,103 INSURGENTES,11956028590,DNG MEGA SET,0,0,4,2396
2016/09/06,103 INSURGENTES,11956023812,BGM TIBURON A LA VISTA,0,0,9,3765
2016/09/06,102 SAN COSME,11956025004,KNS KINETIC SAND TRIO,0,0,0,0
2016/09/06,177 BERNARDO QUINTANA,11956024271,PAW SET DE JUEGO,0,0,0,0
2016/09/06,101 GALERÍAS QUERETARO,11956026593,PAW CACHORROS HEROES,0,0,5,1045
2016/09/06,176 VIA VALLEJO,11956024607,DGB DIGIBIRD INDIVIDUAL,0,0,10,2590
2016/09/06,164 LEON SUR,11956027989,SFP PELUCHE DE LUJO CON SONIDO,1,929,0,0
2016/09/06,175 GALERIAS TOLUCA,11956024608,DGB JAULA PARA DIGIBIRD,0,0,8,3112
2016/09/06,101 GALERÍAS QUERETARO,11956027992,SFP FIG ACCION SONIDO,1,519,0,0
2016/09/06,174 GOURMETERIA,11956026203,PAW INX COCHE CHASE,0,0,1,399
2016/09/06,173 GALERIAS SERDAN,11956026609,PAW CAMION PAW PATROLLER,0,0,4,8716
2016/09/06,150 SAN LUIS,11956022842,MIN STEVE DE VINIL,0,0,1,509
2016/09/06,172 GALERIAS MAZATLAN,11956027870,DNG SET CON VIDA,0,0,2,1298
2016/09/06,149 LEÒN PLAZA MAYOR,11956024607,DGB DIGIBIRD INDIVIDUAL,0,0,19,4921
2016/09/06,171 TECAMACHALCO,11956028590,DNG MEGA SET,0,0,4,2396
2016/09/06,148 GRAN PLAZA MERIDA,11956026466,KNS KINETIC SAND SET CONSTRUCCION HELADOS,0,0,2,598
2016/09/06,171 TECAMACHALCO,11956020259,DWD DRAGONES DE ACCION,0,0,9,3321
2016/09/06,147 MONTEJO,11956027927,DNG SET DE VIAJE,0,0,7,2793
2016/09/06,170 METROPOLI PATRIOTISMO,11956022973,PEZ ROBOT RED Y 2 CORALES,0,0,1,110
2016/09/06,146 ALTABRISA TABASCO,11956027989,SFP PELUCHE DE LUJO CON SONIDO,0,0,3,2787
2016/09/06,169 GALERIAS CAMPECHE,11956024346,TMNT FIGURA BASICAS 5 TEMPORADA 2014 24PK,0,0,4,956
2016/09/06,145 XALAPA LAS ANIMAS,11956028762,TMT MOV2 FIGURA BASICA 5,0,0,11,2629
2016/09/06,168 OAXACA,11956026208,PAW CACHORROS TRANSFORMABLES JUMBO,0,0,0,0
2016/09/06,145 XALAPA LAS ANIMAS,11956020259,DWD DRAGONES DE ACCION,0,0,5,1845
2016/09/06,167 TECNOLOGICO METEPEC,11956026759,SC KIT DE TELAS JUMBO,0,0,2,518
2016/09/06,144 XALAPA LAS AMERICAS,11956024479,PAW MINI FIGURAS,0,0,29,3161
2016/09/06,166 PLAZA CRYSTAL,11956029033,BGM RETO EN FAMILIA,0,0,4,1236
2016/09/06,143 CORDOBA,11956025004,KNS KINETIC SAND TRIO,0,0,4,1956
2016/09/06,166 PLAZA CRYSTAL,11956022300,TMNT MINIFIGURAS 2 FOIL PACK,0,0,-1,-88
2016/09/06,142 URUAPAN AGORA,11956026466,KNS KINETIC SAND SET CONSTRUCCION HELADOS,0,0,9,2691
2016/09/06,165 SAN JUAN DEL RIO,11956024269,PAW PELUCHE BASICO 8,0,0,11,3399
2016/09/06,141 LAS AMERICAS BOCA DEL RIO,11956027454,PAW TABLETA DE RYDER,0,0,4,1476
2016/09/06,164 LEON SUR,11956026125,TMT MUTATIONS MEZCLA Y COMBINA,0,0,2,478
2016/09/06,140 PALMAS,11956027991,SFP FIG ACCION,0,0,23,3657
2016/09/06,163 ANTEA QUERETARO,11956026569,BGM VASOS LOCOS,0,0,10,4190
2016/09/06,139 GALERIAS ATIZAPAN,11956028762,TMT MOV2 FIGURA BASICA 5,0,0,4,956
2016/09/06,162 PLAZA TLALNEPANTLA,11956027114,PAW INX CAJITA RUBBLE,0,0,0,0
2016/09/06,139 GALERIAS ATIZAPAN,11956023350,TMT CAPARAZON DE TORTUGAS,0,0,0,0
2016/09/06,161 GALERIAS CELAYA,11956027388,TMT ARMAS DE BATALLA CON SONIDO,0,0,2,1058
2016/09/06,138 PLAZA VALLE ORIZABA,11956024607,DGB DIGIBIRD INDIVIDUAL,0,0,11,2849
2016/09/06,160 GALERIAS ZACATECAS,11956028029,PPG 6 DELUXE DOLL AST MML 3PK,0,0,3,1347
2016/09/06,137 ANDARES GUADALAJARA,11956026593,PAW CACHORROS HEROES,0,0,4,836
2016/09/06,159 PATRIA,11956028760,TMT MOVIE 2 FIGURAS 11,0,0,5,3495
2016/09/06,136 PLAZA NEZA CD. JARDIN,11956027969,KNS KINETIC SAND SET PAW PATROL,0,0,7,3493
2016/09/06,159 PATRIA,11956023772,EVOLUCION CUATRIMOTO,0,0,2,1034
2016/09/06,135 SAN JERONIMO,11956031728,DOG ZOOMER ZUPPIES,0,0,12,12348
2016/09/06,158 RIO MAYO,11956026200,PAW INX BOLSA DE BLOQUES,0,0,1,579
2016/09/06,135 SAN JERONIMO,11956019459,TMNT FIGURAS DE 6  CON SONIDO,0,0,5,2045
2016/09/06,157 TOWN CENTER ROSARIO,11956026608,DIBUJAZO,0,0,1,279
2016/09/06,123 GALERIAS GUADALAJARA,11956027033,PAW CACHORROS AEREOS,0,0,14,4186
2016/09/06,134 POWER CENTER COACALCO,11956023814,BGM BIGOTAZO,0,0,5,1270
2016/09/06,156 TABASCO 2000,11956027454,PAW TABLETA DE RYDER,0,0,2,738
2016/09/06,121 OUTLET PUEBLA,11956028541,PAW PELUCHE 10 NINO,0,0,7,3416
2016/09/06,133 ALTARIA AGUASCALIENTES,11956026423,TMT FIGURAS 6 LANZA Y ATACA,0,0,1,409
2016/09/06,155 PEDREGAL,11956028759,TMT MOV2 ARMAS,0,0,7,2933
2016/09/06,121 OUTLET PUEBLA,11956021452,KAWAII CRUSH AMO A MI MASCOTA,0,0,2,128
2016/09/06,132 LA CUSPIDE,11956027341,DGB DIGIBIRD 2 EN 1 STAND DE ARBOL,0,0,4,2196
2016/09/06,504 PRICE TOYS IZTAPALAPA,11956032988,PAW VEHICULO DELUXE,0,0,52,31980
2016/09/06,155 PEDREGAL,11956022493,MINI PELUCHES DRAGON DE 4,0,0,4,522
2016/09/06,121 OUTLET PUEBLA,11956014202,REPUESTO INDIVIDUAL MOON DOUGH  8 COLORES,0,0,27,2268
2016/09/06,131 FORUM COATZACOALCOS,11956027991,SFP FIG ACCION,0,0,13,2067
2016/09/06,502 PRICE TOYS GUADALAJARA,11956024270,PAW FIGURA PILOTOS DE RES CATE,0,0,95,12160
2016/09/06,154 ALTABRISA MERIDA,11956024607,DGB DIGIBIRD INDIVIDUAL,0,0,5,1295
2016/09/06,120 PUEBLA 5 DE MAYO,11956026462,TMT MEGA FIGURA 11 CLASICA CON VILLANO,0,0,2,1318
2016/09/06,130 PLAZA PATRIA,11956028590,DNG MEGA SET,0,0,4,2396
2016/09/06,501 CENTRO JUGUETERO,11956020276,DWD MINI DRAGONES,0,0,8,1088
2016/09/06,153 TUXTLA,11956026462,TMT MEGA FIGURA 11 CLASICA CON VILLANO,0,0,0,0
2016/09/06,119 LERMA,11956027454,PAW TABLETA DE RYDER,0,0,9,3078
2016/09/06,129 CUERNAVACA SAN DIEGO,11956028699,PAW INX CAMION,0,0,1,799
2016/09/06,182 ECATEPEC,11956027389,PAW SET CACHORROS METALICOS,0,0,2,2478
2016/09/06,152 SAN LUIS CARSO,11956027389,PAW SET CACHORROS METALICOS,0,0,2,2478
2016/09/06,119 LERMA,11956019759,VEHICULOS ROLL A SCARE,0,0,7,2074
2016/09/06,129 CUERNAVACA SAN DIEGO,11956019182,HEDBANZ DISNEY,0,0,1,419
2016/09/06,181 VISTA HERMOSA,11956024350,DWD CHIMUELO GIGANTE 23,0,0,6,4974
2016/09/06,151 VILLA HERMOSA LAS AMERICAS,11956028760,TMT MOVIE 2 FIGURAS 11,0,0,2,1398
2016/09/06,118 TLALNEPANTLA,11956028762,TMT MOV2 FIGURA BASICA 5,0,0,14,3136
2016/09/06,128 PLAZA LAS AMERICAS,11956024350,DWD CHIMUELO GIGANTE 23,0,0,9,7461
2016/09/06,180 JUGUETRON ONLINE,11956024350,DWD CHIMUELO GIGANTE 23,0,0,2,1658
2016/09/06,151 VILLA HERMOSA LAS AMERICAS,11956020370,BGM HEDBANZ ACTUALO,0,0,6,2334
2016/09/06,118 TLALNEPANTLA,11956022024,TMNT MINIFIGURAS 2 FOIL PACK,0,0,0,-29
2016/09/06,127 PREMIUM OUTLET,11956024609,DGB DIGIBIRD TRIO,0,0,4,2656
2016/09/06,117 TOLLIN CENTER,11956026425,TMNT FIGURA 2 5,0,0,7,1361.5
2016/09/06,127 PREMIUM OUTLET,11956015827,PARTES DEL CUERPO SURTIDO,0,0,4,824
2016/09/06,116 ANGELOPOLIS,11956028583,AGB FIG ACCION LUJO SONIDO,0,0,0,0
2016/09/06,126 GALERIAS CUERNAVACA,11956026693,KNS KINETIC SAND MARIPOSA VOLCAN,0,0,11,3839
2016/09/06,116 ANGELOPOLIS,11956020259,DWD DRAGONES DE ACCION,0,0,29,10701
2016/09/06,125 LEON,11956028574,AGB SPEEDSTERS,0,0,17,1513
2016/09/06,115 PERINORTE,11956024266,PAW VEHICULO BASICO,0,0,22,8778
2016/09/06,124 GALERIAS PACHUCA,11956033740,PAW CACHORROS TRANSFORMABLES JUMBO ASST,0,0,11,6369
2016/09/06,114 C. C. SANTA FE,11956026199,PAW INX CAJITA MARSHALL,0,0,0,0
2016/09/06,113 GALERIAS INSURGENTES,11956026726,MEC 10 MOD DINOSAURIOS,0,0,5,2445
2016/09/06,112 GALERIAS COAPÁ,11956028761,TMT MOV2 FIGURA 6,0,0,1,419
2016/09/06,112 GALERIAS COAPÁ,11956020693,BATALLA DE LOS SEXOS,0,0,7,2723
2016/09/06,110 PLAZA CIBELES IRAPUATO,11956024609,DGB DIGIBIRD TRIO,0,0,3,2127
2016/09/06,109 PABELLON POLANCO,11956026608,DIBUJAZO,0,0,8,2232
2016/09/06,108 PLAZA LINDAVISTA,11956027389,PAW SET CACHORROS METALICOS,0,0,5,6195
2016/09/06,108 PLAZA LINDAVISTA,11956020259,DWD DRAGONES DE ACCION,0,0,6,2214
2016/09/06,107 CENTRAL DE ABASTOS,11956031037,SFP SET MAX Y SNOWBALL VINIL,0,0,12,3516
2016/09/06,107 CENTRAL DE ABASTOS,11956022024,TMNT MINIFIGURAS 2 FOIL PACK,0,0,2,89
2016/09/06,106 REAL CENTER GUADALAJARA,11956026269,DWD CHIMUELO CONTRA DRAGON CON ARMADURA,0,0,1,529
2016/09/06,105 GALERÍAS METEPEC,11956026759,SC KIT DE TELAS JUMBO,0,0,3,777
2016/09/06,104 MUNDO E,11956028699,PAW INX CAMION,0,0,1,799
2016/09/06,104 MUNDO E,11956018010,BGM HEDBANZ NINOS,0,0,9,2781
2016/09/06,103 INSURGENTES,11956024609,DGB DIGIBIRD TRIO,0,0,4,2836
2016/09/06,102 SAN COSME,11956026593,PAW CACHORROS HEROES,0,0,1,209
2016/09/06,177 BERNARDO QUINTANA,11956026201,PAW INX TORRE,0,0,0,0
2016/09/06,101 GALERÍAS QUERETARO,11956027870,DNG SET CON VIDA,0,0,9,5841
2016/09/06,176 VIA VALLEJO,11956026554,BGM MEMORIA PAW PATROL,0,0,3,627
2016/09/06,177 BERNARDO QUINTANA,11956028029,PPG 6 DELUXE DOLL AST MML 3PK,1,449,0,0
2016/09/06,175 GALERIAS TOLUCA,11956026426,TMNT FIGURA CON SONIDO 6,0,0,1,439
2016/09/06,114 C. C. SANTA FE,11956020259,DWD DRAGONES DE ACCION,2,738,0,0
2016/09/06,174 GOURMETERIA,11956026693,KNS KINETIC SAND MARIPOSA VOLCAN,0,0,2,698
2016/09/06,173 GALERIAS SERDAN,11956027989,SFP PELUCHE DE LUJO CON SONIDO,0,0,1,929
2016/09/06,150 SAN LUIS,11956024609,DGB DIGIBIRD TRIO,0,0,4,2836
2016/09/06,172 GALERIAS MAZATLAN,11956028639,KNS BLD KINETIC BUILD BICOLOR 500 GRS,0,0,1,319
2016/09/06,149 LEÒN PLAZA MAYOR,11956026426,TMNT FIGURA CON SONIDO 6,0,0,1,439
2016/09/06,172 GALERIAS MAZATLAN,11956018010,BGM HEDBANZ NINOS,0,0,17,5253
2016/09/06,148 GRAN PLAZA MERIDA,11956027389,PAW SET CACHORROS METALICOS,0,0,4,4956
2016/09/06,171 TECAMACHALCO,11956024265,PAW FIGURA CACHORROS TRANSFORMABLES,0,0,17,3553
2016/09/06,147 MONTEJO,11956028759,TMT MOV2 ARMAS,0,0,5,2095
2016/09/06,170 METROPOLI PATRIOTISMO,11956024631,HADA  MAGICA AEROPLANO,0,0,4,977
2016/09/06,146 ALTABRISA TABASCO,11956028761,TMT MOV2 FIGURA 6,0,0,5,2095
2016/09/06,169 GALERIAS CAMPECHE,11956026221,KNS ACK KINETIC SAND DOG DINO AST MX MML4PK,0,0,5,1445
2016/09/06,146 ALTABRISA TABASCO,11956020276,DWD MINI DRAGONES,0,0,12,1668
2016/09/06,168 OAXACA,11956026715,MEC 3 MOD INSECTOS,0,0,5,1495
2016/09/06,145 XALAPA LAS ANIMAS,11956024266,PAW VEHICULO BASICO,0,0,16,6384
2016/09/06,167 TECNOLOGICO METEPEC,11956027992,SFP FIG ACCION SONIDO,0,0,10,5190
2016/09/06,144 XALAPA LAS AMERICAS,11956026200,PAW INX BOLSA DE BLOQUES,0,0,3,1737
2016/09/06,167 TECNOLOGICO METEPEC,11956020854,PLP 18 BORREGO,0,0,2,252
2016/09/06,143 CORDOBA,11956026555,BGM AVENTURAS PAW PATROL,0,0,2,518
2016/09/06,166 PLAZA CRYSTAL,11956024346,TMNT FIGURA BASICAS 5 TEMPORADA 2014 24PK,0,0,12,2868
2016/09/06,142 URUAPAN AGORA,11956027389,PAW SET CACHORROS METALICOS,0,0,10,12390
2016/09/06,165 SAN JUAN DEL RIO,11956026202,PAW INX COCHE RUBBLE,0,0,0,0
2016/09/06,141 LAS AMERICAS BOCA DEL RIO,11956028640,KNS BLD KINETIC BUILD SET DE JUEGO,0,0,4,1516
2016/09/06,164 LEON SUR,11956026593,PAW CACHORROS HEROES,0,0,5,1045
2016/09/06,140 PALMAS,11956028762,TMT MOV2 FIGURA BASICA 5,0,0,15,3585
2016/09/06,163 ANTEA QUERETARO,11956027454,PAW TABLETA DE RYDER,0,0,3,1107
2016/09/06,140 PALMAS,11956020693,BATALLA DE LOS SEXOS,0,0,8,3112
2016/09/06,162 PLAZA TLALNEPANTLA,11956028541,PAW PELUCHE 10 NINO,0,0,4,2076
2016/09/06,139 GALERIAS ATIZAPAN,11956024608,DGB JAULA PARA DIGIBIRD,0,0,12,4668
2016/09/06,161 GALERIAS CELAYA,11956028639,KNS BLD KINETIC BUILD BICOLOR 500 GRS,0,0,4,1276
2016/09/06,138 PLAZA VALLE ORIZABA,11956026423,TMT FIGURAS 6 LANZA Y ATACA,0,0,3,1227
2016/09/06,160 GALERIAS ZACATECAS,11956031037,SFP SET MAX Y SNOWBALL VINIL,0,0,6,1854
2016/09/06,137 ANDARES GUADALAJARA,11956027389,PAW SET CACHORROS METALICOS,0,0,20,24780
2016/09/06,160 GALERIAS ZACATECAS,11956020699,BGM HIJOS CONTRA PADRES,0,0,2,558
2016/09/06,136 PLAZA NEZA CD. JARDIN,11956028760,TMT MOVIE 2 FIGURAS 11,0,0,0,0
2016/09/06,159 PATRIA,11956024525,STF MAQUINA DE COSER,0,0,8,7832
2016/09/06,136 PLAZA NEZA CD. JARDIN,11956022493,MINI PELUCHES DRAGON DE 4,0,0,3,373
2016/09/06,158 RIO MAYO,11956026609,PAW CAMION PAW PATROLLER,0,0,3,6537
2016/09/06,135 SAN JERONIMO,11956024269,PAW PELUCHE BASICO 8,0,0,18,5562
2016/09/06,157 TOWN CENTER ROSARIO,11956027991,SFP FIG ACCION,0,0,2,318
2016/09/06,123 GALERIAS GUADALAJARA,11956028029,PPG 6 DELUXE DOLL AST MML 3PK,0,0,18,8082
2016/09/06,134 POWER CENTER COACALCO,11956025004,KNS KINETIC SAND TRIO,0,0,0,0
2016/09/06,156 TABASCO 2000,11956028590,DNG MEGA SET,0,0,3,1797
2016/09/06,123 GALERIAS GUADALAJARA,11956018010,BGM HEDBANZ NINOS,0,0,20,6180
2016/09/06,133 ALTARIA AGUASCALIENTES,11956027114,PAW INX CAJITA RUBBLE,0,0,3,867
2016/09/06,156 TABASCO 2000,11956019660,TMNT MEGAFIGURAS DE BATALLA 11,0,0,3,2097
2016/09/06,121 OUTLET PUEBLA,11956022973,PEZ ROBOT RED Y 2 CORALES,0,0,8,1643
2016/09/06,132 LA CUSPIDE,11956028576,AGB ANGRY BIRDS DE VINIL,0,0,0,0
2016/09/06,505 PRICE TOYS ECATEPEC,11956027870,DNG SET CON VIDA,0,0,24,12288
2016/09/06,155 PEDREGAL,11956024525,STF MAQUINA DE COSER,0,0,1,979
2016/09/06,121 OUTLET PUEBLA,11956015695,ZOOBLES CREATURAS MAGICAS DOBLE,0,0,0,-43
2016/09/06,131 FORUM COATZACOALCOS,11956028762,TMT MOV2 FIGURA BASICA 5,0,0,9,2151
2016/09/06,502 PRICE TOYS GUADALAJARA,11956028590,DNG MEGA SET,0,0,24,11328
2016/09/06,154 ALTABRISA MERIDA,11956026425,TMNT FIGURA 2 5,0,0,4,836
2016/09/06,120 PUEBLA 5 DE MAYO,11956026761,SC COLCHA ACOGEDORA,0,0,1,529
2016/09/06,131 FORUM COATZACOALCOS,11956019459,TMNT FIGURAS DE 6  CON SONIDO,0,0,6,2454
2016/09/06,501 CENTRO JUGUETERO,11956024525,STF MAQUINA DE COSER,0,0,64,63936
2016/09/06,153 TUXTLA,11956027321,PP RYDERS PAW PAD,0,0,0,0
2016/09/06,119 LERMA,11956028590,DNG MEGA SET,0,0,2,1080
2016/09/06,130 PLAZA PATRIA,11956020580,TMT FIGURAS 6 FLINGERZ,0,0,5,2045
2016/09/06,218 LIQUIDACION TLANEPANTLA,11956014193,LIV KATIE CON PELUCA,0,0,0,-231
2016/09/06,152 SAN LUIS CARSO,11956028583,AGB FIG ACCION LUJO SONIDO,0,0,5,2045
2016/09/06,119 LERMA,11956021471,KAWAII CRUSH AMIGAS POR SIEMPRE,0,0,2,548
2016/09/06,129 CUERNAVACA SAN DIEGO,11956023812,BGM TIBURON A LA VISTA,0,0,2,552
2016/09/06,181 VISTA HERMOSA,11956026554,BGM MEMORIA PAW PATROL,0,0,4,836
2016/09/06,152 SAN LUIS CARSO,11956020276,DWD MINI DRAGONES,0,0,4,556
2016/09/06,119 LERMA,11956013612,BTB BAKURACK,0,0,15,6279
2016/09/06,128 PLAZA LAS AMERICAS,11956026199,PAW INX CAJITA MARSHALL,0,0,6,1734
2016/09/06,180 JUGUETRON ONLINE,11956026410,KNS KINETIC SAND GEMAS PRECIOSAS,0,0,5,1745
2016/09/06,151 VILLA HERMOSA LAS AMERICAS,11956024271,PAW SET DE JUEGO,0,0,0,0
2016/09/06,118 TLALNEPANTLA,11956024524,STF REPUESTOS DE TELA,0,0,1,117
2016/09/06,127 PREMIUM OUTLET,11956026555,BGM AVENTURAS PAW PATROL,0,0,0,0
2016/09/06,177 BERNARDO QUINTANA,11956026425,TMNT FIGURA 2 5,0,0,4,836
2016/09/06,150 SAN LUIS,11956026199,PAW INX CAJITA MARSHALL,0,0,0,0
2016/09/06,117 TOLLIN CENTER,11956027321,PP RYDERS PAW PAD,0,0,0,0
2016/09/06,127 PREMIUM OUTLET,11956018094,MI PEQUENO ALFI,0,0,3,623
2016/09/06,117 TOLLIN CENTER,11956013242,TECH DECK PATINETA INDIVUDUAL,0,0,12,855
2016/09/06,126 GALERIAS CUERNAVACA,11956027927,DNG SET DE VIAJE,0,0,9,3591
2016/09/06,116 ANGELOPOLIS,11956024270,PAW FIGURA PILOTOS DE RES CATE,0,0,35,5565
2016/09/06,125 LEON,11956031728,DOG ZOOMER ZUPPIES,0,0,6,6174
2016/09/06,115 PERINORTE,11956026202,PAW INX COCHE RUBBLE,0,0,1,349
2016/09/06,125 LEON,11956022690,BGM HIJOS CONTRA PADRES DISNEY,0,0,8,3352
2016/09/06,114 C. C. SANTA FE,11956026693,KNS KINETIC SAND MARIPOSA VOLCAN,0,0,0,0
2016/09/06,124 GALERIAS PACHUCA,11956024607,DGB DIGIBIRD INDIVIDUAL,0,0,7,1813
2016/09/06,113 GALERIAS INSURGENTES,11956027992,SFP FIG ACCION SONIDO,0,0,6,3114
2016/09/06,113 GALERIAS INSURGENTES,11956019464,TMNT FIGURAS RETRO 6,0,0,1,200
2016/09/06,112 GALERIAS COAPÁ,11956024266,PAW VEHICULO BASICO,0,0,64,25536
2016/09/06,110 PLAZA CIBELES IRAPUATO,11956026423,TMT FIGURAS 6 LANZA Y ATACA,0,0,5,2045
2016/09/06,109 PABELLON POLANCO,11956027454,PAW TABLETA DE RYDER,0,0,10,3690
2016/09/06,108 PLAZA LINDAVISTA,11956028583,AGB FIG ACCION LUJO SONIDO,0,0,3,1227
2016/09/06,108 PLAZA LINDAVISTA,11956021805,BINOCULARES VISION NOCTURNA,0,0,4,872
2016/09/06,108 PLAZA LINDAVISTA,11956014028,FTX SET PISTAS,0,0,10,4254
2016/09/06,107 CENTRAL DE ABASTOS,11956024270,PAW FIGURA PILOTOS DE RES CATE,0,0,14,2044
2016/09/06,106 REAL CENTER GUADALAJARA,11956027033,PAW CACHORROS AEREOS,0,0,3,897
2016/09/06,105 GALERÍAS METEPEC,11956028021,PPG PYS MINI ACTION PLAYSET AST MML4PK,0,0,8,3272
2016/09/06,105 GALERÍAS METEPEC,11956019459,TMNT FIGURAS DE 6  CON SONIDO,0,0,4,1636
2016/09/06,104 MUNDO E,11956023812,BGM TIBURON A LA VISTA,0,0,4,1470
2016/09/06,103 INSURGENTES,11956026410,KNS KINETIC SAND GEMAS PRECIOSAS,0,0,6,2094
2016/09/06,102 SAN COSME,11956027927,DNG SET DE VIAJE,0,0,4,1596
2016/09/06,101 GALERÍAS QUERETARO,11956028639,KNS BLD KINETIC BUILD BICOLOR 500 GRS,0,0,1,319
2016/09/06,176 VIA VALLEJO,11956027926,DNG SET CREATIVO,0,0,4,796
